76,43,28,13,1,6
98,41,23,15,2,7
101,60,20,9,2,7
81,46,19,13,3,9
80,57,20,24,4,10
111,63,17,34,6,13
149,61,18,31,5,10
142,96,24,32,3,8
117,79,18,43,4,8
133,72,38,50,3,10
143,65,28,32,3,9
127,64,27,8,1,5
91,62,25,17,4,7
112,78,21,36,4,9
155,59,32,29,3,7
116,32,26,21,1,6
59,43,14,33,4,8
97,34,25,21,1,8
111,47,32,18,1,8
128,58,22,24,2,8
148,29,26,23,1,5
69,28,24,27,1,12
90,50,38,16,2,9
132,72,28,20,2,10
146,62,24,13,3,6
58,56,37,17,4,7
69, , , , , 
87,32,65,9,2,5
79,23,33,13,2,4
57,18,38,8,2,5
43,31,35,10,2,4
56,26,35,10,2,5
52,23,38,8,2,3
44,27,45,10,2,4
51,28,43,13,2,4
52,29,45,14,2,4
64,32,46,15,3,4
72,31,44,13,2,4
64,39,41,14,2,4
85,34,46,13,2,4
48,32,37,11,2,4
52,19,28,18,2,5
56,35,42,18,3,6
87,29,44,15,2,5
73,24,41,14,2,4
56,33,54,19,2,5
70,43,27,39,2,7
109,72,48,28,5,10
146,85,40,18,3,4
80,37,37,17,4,5
66,32,41,20,2,4
58,30,36,20,3,4
62,26,38,17,2,5
71,36,39,17,1,5
75,37,34,13,2,5
64,31,38,14,2,4
56,36,38,23,2,6
61,51,36,28,2,7
103,70,52,17,1,8
146,58,34,14,2,6
81,31,31,12,2,4
47,29,32,16,1,4
48,43,40,29,3,7
95,76,61,48,5,14
167,86,44,19,4,6
132,60,37,14,2,4
63,39,39,20,3,5
69,31,38,25,2,5
59,24,39,20,2,5
56,26,40,20,2,4
62,38,48,18,2,5
79,43,39,28,2,6
94,34,32,20,2,5
72,26,26,14,2,5
54,34,30,12,3,4
50,42,26,22,3,11
102,39,27,13,2,7
102,32,24,14,1,4
49,16,23,13,1,5
51,30,22,12,2,5
73,17,20,16,1,4
61,15,18,20,1,5
53,14,14,23,1,8
54,26,23,14,2,6
77,34,25,11,2,5
78,33,28,14,3,5
87,53,33,15,3,7
144,33,28,14,2,5
82,25,21,17,2,5
57,51,26,16,2,8
133,37,24,19,2,7
92,34,23,25,2,6
85,31,25,30,1,5
83,38,26,23,1,5
107,54,30,17,2,7
132,27,24,25,1,5
69,57,9,36,2,9
136,72,4,32,1,11
169,107,31,38,4,14
210,98,39,37,3,12
192,21,21,11, ,7
60,28,23,14,1,7
75,50,22,18,4,10
126,41,26,20,2,9
111,45,22,20,2,9
126,42,28,17,2,9
107,25,26,18,2,6
65,41,25,34,4,8
115,56,21,48,4,7
154,48,18,42,2,6
129,81,35,37,4,11
159,63,30,26,2,5
99,36,19,28,1,4
61,54,14,39,4,11
131,71,30,35,3,11
157,22,20,30,1,6
62,41,22,9,3,6
66,55,19,18,3,9
100,47,19,27,4,10
113,52,23,31,4,10
138,50,24,26,1,7
116,39,21,24,1,5
68,22,39,8,1,5
61,18,39,8,2,7
57,18,36,9,1,5
57,26,32,14,1,6
80,26,21,15,1,7
76,32,66,13,1,7
82,27,66,13,1,6
75,20,23,17,1,5
66,25,28,12,1,6
73,32,23,16,1,6
87,50,83,12,2,5
115,37,26,19,2,7
88,40,34,15,1,8
104,18,37,13,1,6
60,20,35,10,1,6
58,21,23,15,1,6
66,46,64,18,1,7
111,47,57,14,1,5
95,28,25,20,1,8
89,55,80,18,1,7
139,59,97,20,2,6
126,38,72,14,2,4
79,38,50,15,1,6
93,62,115,16,2,6
143,43,96,15,1,5
122,42,50,13,1,5
99,48,54,17,1,5
107,26,50,10,1,3
60,20,33,6,1,2
44,26,22,7,1,2
52,28,47,7,2,2
57,30,47,8,2,1
61,24,24,5,1,1
47,23,22,4,1,2
42,18,25,7,1,4
39,32,57,10,1,4
71,48,79,14,2,5
95,36,60,10,2,3
76,41,77,9,2,4
89,37,57,12,2,4
83,31,56,10,2,4
68,33,59,12,2,4
67,34,78,11,2,6
76,41,87,13,2,6
88,24,55,10,2,5
60,31,77,8,2,5
70,36,46,9,2,5
86,43,45,7,2,5
96,40,49,8,2,4
87,37,48,10,2,4
82,34,36,6,1,4
78,33,27,8,1,5
78,33,29,10,1,5
77,22,31,9,1,5
61,23,39,9,1,6
54,28,28,11,1,7
73,40,74,11,1,9
98,20,33,11,1,7
65,22,28,13,1,8
67,35,31,9,1,8
90,21,25,5,1,6
60,25,28,6,1,5
66,26,30,9,1,6
69,55,103,14,3,9
115,54,105,18,2,8
118,35,72,12,2,6
75,35,62,9,2,6
77,72,125,21,4,10
142,61,109,22,3,8
123,42,101,17,2,6
79,36,60,13,1,6
83,27,38,18,1,6
80,29,39,15,1,8
76,27,49,14,2,7
74,22,35,19,1,6
68,24,22,22,2,7
69,43,53,25,2,11
122,28,42,17,1,8
82,26,33,24,2,8
78,63,29,34,2,11
157,35,49,27,2,8
95,32,40,22,2,6
72,28,46,21,2,6
59,24,29,25,2,7
61,34,38,22,2,8
77,28,40,18,2,7
66,28,38,16,2,6
59,25,38,13,2,6
53,27,38,14,2,6
49,26,36,15,2,6
52,29,43,15,2,6
65,41,64,12,2,6
108,41,44,13,2,4
68,46,46,19,3,4
97,59,70,26,4,5
136,38,47,8,2,2
56,36,38,15,2,3
65,42,37,28,3,4
88,48,57,30,3,4
93,50,52,21,3,4
111,43,49,12,2,4
86,31,40,10,2,4
86,51,54,14,3,7
136,64,62,22,5,8
147,63,84,25,3,6
157,57,66,25,4,6
130,51,80,22,4,7
116,69,41,37,4,9
132,63,56,24,4,9
123,38,47,13,2,8
104,53,80,19,3,9
144,36,41,15,1,5
80,43,53,16,2,4
82,46,49,14,2,4
83,55,78,22,4,5
113,55,75,28,4,4
126,60,52,13,2,4
105,35,44,14,2,3
70,32,48,21,3,3
77,34,73,11,2,4
75,51,105,19,4,5
111,53, ,23,3,6
116,38, ,13,2,5
98,60, ,26,2,8
137,41, ,28,2,7
137,31, ,12,1,5
92,30, ,14,1,6
84,36, ,10,1,4
87,26, ,8,2,5
64,41, ,20,2,10
125,59, ,23,2,9
153,60, ,21,2,8
147,53, ,18,3,5
79,64, ,14,2,4
69,61, ,10,2,5
75,40, ,18,2,7
98, , ,33,2,10
163,57, ,18,3,8
163,59, ,20,3,7
103,58, ,20,3,7
235,60, ,18,4,6
108,47, ,10,2,5
75,36, ,10,1,5
78,34, ,10,2,5
79,48, ,12,2,7
112,50, ,16,2,8
139,22, ,10,1,6
61,48, ,20,2,7
102,63, ,23,2,8
144,58, ,21,2,7
148,17, ,11,1,5
50,63, ,22,2,9
135,51, ,18,2,8
135,42, ,16,2,6
82,32, ,23,1,8
81,46, ,25,2,9
109,21, ,16,1,7
70,17, ,9,1,6
46,33, ,10,2,6
72,49, ,9,1,6
93,16, ,10,1,6
48,34, ,20,1,8
89,30, ,18,1,9
135,45, ,15,1,7
131,52, ,19,2,6
111,39, ,18,1,6
86,15, ,21, ,7
104,31,56,15, ,5
102,42,55,14,1,5
101,32,34,16,1,7
77,28,64,9,1,6
74,39,52,10,1,5
102,13,36,9,1,4
52,18,36,9,1,4
61,24,42,11,1,5
75,31,42,18,1,7
91,39,37,16,1,7
111,37,63,10,1,6
84,30,28,15,1,6
83,19,29,18,1,6
70,29,36,12,1,6
88,29,91,10,1,6
77,24,58,9,1,5
52,32,13,31,3,4
72,43,13,28,3,5
133,55,23,22,3,6
137,45,24,24,3,5
102,29,28,26,3,6
78,33,11,29,3,11
92,43,23,22,2,11
119,36,22,21,3,8
104,21,22,17,3,6
64,29,25,18,2,7
91,84,25,22,5,15
181,97,26,30,5,14
196,92,26,25,4,13
190,41,28,22,1,5
117,12,28,15,1,3
50,39,24,19,3,7
111,61,23,19,3,10
158,69,28,25,3,11
165,93,46,32,5,14
192,81,47,23,3,9
177,66,31,23,3,12
162,33,28,12,2,7
96,49,39,7,3,7
121,17,28,6,2,6
54,17,32,4,2,4
58,23,33,5,2,6
77,66,26,7,3,10
164,59,42,6,5,8
156,62,41,6,5,9
158,47,38,10,5,9
126,28,32,18,3,5
81,33,40,10,4,5
88,53,41,12,4,6
160,18,36,9,3,4
61,28,35,10,3,4
77,19,32,5, ,3
57,21,32,5,3,4
70,33,31,6,3,5
98,62,39,10,3,7
155,45,41,15,4,6
119,25,35,8,2,4
72,43,25,14,2,7
105,51,27,10,2,6
124,19,26,11,1,4
55,12,22,7,1,5
41,31,31,5,2,5
78,23,34,5,2,4
56,18,33,9,3,5
61,16,42,9,2,2
50,17,36,14,2,2
54,27,36,13,2,3
75,72,46,12,3,6
147,47,43,9,2,3
80,54,53,10,3,5
101,51,34,16,2,7
143,30,35,6,1,4
75,39,37,8,2,4
80,40,30,15,2,6
90,30,24,15,1,6
74,18,31,9,2,5
53,28,38,7,2,7
82,29,35,14,1,4
71,33,39,10,1,5
96,29,41,8,1,4
80,30,49,11,1,4
79,55,45,17,1,6
139,24,44,9, ,3
71,12,37,15,2,4
48,31,41,11,1,5
92,59,50,22,1,7
143,52,46,14,1,5
131,30,36,14,1,4
78,39,37,14,1,4
69,58,46,26,2,6
106,34,37,14,2,4
52,48,57,22,3,4
321,61,81,27,2,6
275,56,38,17,3,5
106,51,50,16,1,3
61,57,59,22,4,6
107,46,44,12,1,5
118,25,39,13,1,3
58,36,45,18,1,4
85,35,53,14,2,4
67,40,24,25,1,8
107,34,35,8,1,5
62,23,32,8,2,3
39,32,31,10,1,3
46,19,20,10,3,3
57,34,33,18,3,4
76,45,52,13,3,4
116,38,43,10,3,3
92,33,41,10,3,2
45,48,26,19,3,5
93,53,26,21,4,9
138,51,35,22,4,7
105,38,54,16,4,4
65,50,29,18,5,6
113,47,49,12,3,5
135,40,43,15,3,4
87,39,37,13,3,3
76,31,32,10,2,3
54,43,35,18,3,3
73,43,41,18,3,4
82,39,44,19,4,4
77,49,54,21,4,5
115,52,64,26,4,6
133,45,50,21,3,4
118,47,47,26,3,4
96,49,51,20,3,4
112,38,47,17,3,5
90,61,64,20,4,7
123,36,30,12,3,5
78,40,24,22,3,5
72,61,37,34,4,8
144,142,49,29,6,9
158,145,43,37,5,8
134,147,79,28,4,7
146,82,62,26,4,6
125,107,82,20,5,9
160,47,52,12,4,6
96,48,47,11,4,7
101,27,42,14,4,5
67,28,35,19,3,5
57,44,47,18,4,6
102,27,37,13,3,4
53,24,37,18,4,5
50,51,58,28,4,6
107,80,33,36,6,8
124,68,31,29,4,6
82,66,38,26,5,8
127,72,31,16,4,5
75,56,44,22,5,5
72,42,51,23,5,6
78,43,32,23,5,7
86,83,27,13,4,7
132,98,28,14,5,6
103,68,31,21,3,5
78,34,25,26,2,4
56,45,20,32,4,6
82,37,17,27,3,5
72,36,28,20,3,6
98,30,25,11,2,4
57,25,20,20,3,4
62,20,23,18,2,4
64,33,23,15,3,5
68,32,20,20,2,5
71,25,17,28,2,5
62,28,19,21, ,7
85,59,22,25,6,10
143,69,26,39,7,10
166,87,19,61,8,13
180,58,29,30,5,7
141,21,31,13,3,2
58,39,32,28,5,6
109,68,33,44,6,9
162,77,28,55,5,8
172,69,27,58,6,7
163,92,36,47,7,12
185,46,29,22,4,7
102,50,31,29,4,8
97,64,32,33,4,9
141,31,26,20,3,6
64,44,26,27,3,7
97,66,8,29,4,11
156,39,22,16,2,6
97,32,16,20,3,7
86,43,21,26,4,9
119,32,25,26,3,7
93,18,27,21,3,8
65,34,27,23,2,9
101,41,26,21,2,7
104,30,16,30,2,6
83,32,17,22,2,9
96,59,20,28,4,10
155,66,32,34,4,9
146,37,19,30,3,6
100, , , , , 
64,25,48,14,1,4
70,33,50,10,1,4
89,42,51,12,1,5
111,44,52,12,1,4
106,42,51,10,1,3
107,40,96,12,1,6
96,52,88,15,3,7
136,23,30,10,2,3
69,24,32,16,2,5
65,42,47,21,2,6
136,34,32,16,3,5
97,16,38,9,2,4
58,38,75,14,1,5
97,33,51,9,1,3
82,26,30,9,2,3
70,32,34,9,1,3
79,22,15,8,1,3
62,19,17,9,1,3
59,34,43,15,1,5
83,47,79,15,2,4
111,44,70,11,1,4
101,42,89,13,2,3
83,49,74,21,2,5
101,53,66,23,2,5
111,58,83,21,2,6
134,50,62,21,3,5
113,39,57,10,2,3
80,33,73,11,2,2
67,34,82,13,3,2
58,29,52,12,2,4
56,30,34,10,2,3
52,25,23,9,2,3
54,29,20,9,2,3
63,27,15,11,1,5
45,29,18,8,1,4
54,28,32,8,2,4
71,42,34,9,2,4
88,30,14,8,2,4
64,28,11,6,1,4
60,20,32,3,1,5
56,17,30,8,1,6
38,35,66,14,2,7
71,49,66,23,2,8
103,53,108,19,2,8
117,49,92,15,3,10
123,56,122,14,2,9
155,61,129,16,4,9
143,56,71,16,2,8
128,33,60,14,2,7
73,29,53,12,2,7
69,45,86,16,3,7
91,54,77,15,2,6
111,45,47,14,2,6
107,34,31,14,2,5
86,27,20,9,2,3
62,33,64,12,2,4
71,46,67,22,2,5
94,30,39,17,2,5
80,26,36,19,2,6
82,56,84,23,2,8
142,50,66,15,2,7
111,21,42,14,2,5
65,16,31,16,2,5
46,24,14,28,2,6
68,40,17,26,2,8
112,25,13,16,2,5
65,15,9,12,2,5
51,34,60,14,2,6
76,46,73,15,2,7
107,39,37,18,2,6
89,57,92,26,2,8
114,43,48,15,2,6
101,33,52,14,2,6
73,31,45,11,2,5
65,32,37,12,2,4
65,25,43,9,2,6
59,35,56,10,2,4
64,45,49,12,2,5
83,39,54,9,3,5
74,35,38,9,2,4
98,34,54,11,3,4
72,22,41,9,2,4
57,24,36,11,2,5
59,46,44,20,3,7
80,59,88,31,4,7
115,57,72,28,3,6
248,36,54,15,3,4
86,38,49,18,3,4
92,47,43,18,3,4
116,43,45,15,3,4
101,45,39,13,2,3
98,21,14,9,2,2
115,56,53,25,3,7
98,60,40,34,3,8
134,42,40,20,2,6
117,63,81,24,3,8
151,59,74,24,4,7
141,81,91,31,5,9
156,72,67,29,4,9
162,47,43,14,2,6
113,25,37,14,2,6
75,38,42,20,2,7
90,55,59,32,3,8
139,38,56,19,2,5
88,46,49,21,3,9
121,56,50,21,2,8
105,52,45,19,2,5
75,50,61,21,2,5
124,61,90,22,3,7
134,51,40,22,2,6
128,32,39,13,2,4
72,38,22,19,2,5
89,22,25,21,2,5
73,45,36,26,2,9
119,84,22,44,3,14
180,46,32,26,2,7
114,38,38,19,2,5
86,37,50,15,2,4
67,42,36,24,2,7
101,38,26,29,2,7
113,30,29,24,2,6
84,69,65,28,3,8
143,76,53,26,3,6
137,63,58,30,3,6
95,57,73,24,3,5
135,56,69,12,2,5
119,44,47,10,3,3
120,47,48,13,2,3
64,47,54,13,2,4
70,54,96,19,4,6
110,51,87,15,3,5
116,57,118,19,3,5
125,50,89,16,2,5
111,40,48,16,2,5
88,31,43,12,2,5
81,29,32,13,2,5
80,47,26,20,2,6
124,31,31,18,2,6
76,50,34,19,2,8
114,59,42,24,2,8
144,61,47,19,3,5
103,70,96,27,4,6
101,71,111,25,4,7
124,80,137,29,5,7
152,60,92,22,3,5
114,49,53,8,2,4
86,31,36,9,2,4
84,35,46,11,2,6
97,29,47,12,2,6
65,53,47,38,2,9
117,46,64,23,2,7
81,57,67,22,2,9
143,39,50,15,2,8
106,29,59,12,2,7
76,36,68,12,2,8
94,42,82,15,2,7
102,48,71,12,2,5
125,36,37,11,1,5
83,27,48,10,2,4
75,31,68,10,1,4
85,31,68,8,1,4
83,46,45,15,1,6
120,33,48,10,1,4
93,27,47,9,2,4
71,29,42,10,2,4
80,26,48,11,2,3
74,58,125,18,3,6
137,71,124,17,5,6
162,46,58,15,5,3
97,23,33,15,2,5
71,33,36,15,1,5
98,26,31,11,1,4
82,22,31,9,2,4
72,35,37,11,2,4
96,35,47,8,1,4
91,28,54,8,2,3
107,26,35,9,1,3
60,27,23,17,1,4
73,36,68,16,1,4
101,48,98,15,2,4
114,45,33,21,1,7
113,25,38,19,1,6
76,23,38,14,1,4
93,61,28,18,7,7
158,52,22,26,5,6
144,25,20,28,3,4
75,35,23,23,3,5
105,35,25,21,3,3
95,33,25,24,4,3
97,50,32,20,5,6
159,28,26,20,4,5
89,21,22,24,3,5
78,21,17,27,3,6
72,41,12,25,4,10
120,65,18,28,4,10
165,65,31,31,4,8
164,78,37,26,5,12
185,53,32,24,5,6
105,87,23,46,7,11
164,77,40,40,6,9
168,73,27,42,6,10
162,74,33,29,6,9
160,57,24,39,6,7
124,78,27,45,7,10
167,81,37,53,6,11
172,78,42,48,8,10
173,40,36,29,4,4
100,34,29,13,4,3
69,36,33,22,4,3
71,54,29,32,5,6
128,63,35,26,4,6
120,53,28,31,3,6
92,27,34,11,1,5
62,60,28,15,2,8
147,61,36,15,3,7
142,59,19,19,4,10
143,94,35,15,4,8
151,64,37,12,3,4
76,58,36,15,3,6
131,41,33,7,2,4
92,23,30,7,2,2
59,19,31,7,2,3
58,25,29,9,3,3
73,30,32,14,4,5
91,28,33,16,2,4
84,34,37,10,2,3
87,39,36,12,2,4
93,19,27,17,2,2
67,51,31,11,2,4
122,40,36,11,2,3
94,23,27,18,2,1
68,32,13,26,2,5
99,44,31,20,2,6
131,52,34,17,2,6
148,47,28,22,2,6
137,84,35,32,5,9
185,81,41,44,6,11
180,67,30,46,4,9
191,50,39,22,2,4
113,41,30,23,2,5
93,39,31,22,3,4
101,76,47,28,3,7
157,51,38,24,2,6
140,67,34,31,3,7
161,77,46,27,4,8
172,69,40,27,2,7
168,66,66,23,2,9
157,67,50,16,3,7
140,40,38,17,2,4
76,33,24,40,2,7
97,51,22,27,2,8
135,77,49,39,4,8
157,90,47,29,4,7
155,61,38,19,2,4
78,35,35,23,2,5
75,55,44,28,4,7
132,63,62,28,4,6
201,72,74,33,6,9
220,39,39,21,2,6
106,43,49,29,2,7
109,48,45,24,3,7
100,53,40,19,2,10
138,35,39,12,2,5
72,42,43,20,4,7
89,50,53,18,2,6
117,56,40,31,2,8
146,61,49,35,4,8
145,53,37,34,4,9
135,60,31,39,3,11
151,55,42,27,2,7
126,64,40,27,4,7
64,49,44,15,2,5
72,39,58,14,4,5
85,31,57,14,3,4
84,30,55,9,3,3
75,24,44,7,2,3
72,38,49,12,3,4
88,49,90,14,3,4
103,39,43,14,3,3
74,41,32,24,3,5
87,40,31,13,3,4
93,30,38,11,3,2
131,30,39,16,3,3
103,28,46,19,3,3
74,22,36,17,3,2
66,22,43,13,3,2
63,27,41,15,2,4
84,42,61,24,5,5
115,31,38,12,3,4
82,29,39,18,3,3
67,25,36,19,3,3
65,23,39,18,3,3
67,16,28,22,2,5
66,47,46,18,4,6
133,66,60,24,4,6
144,50,48,15,4,3
120,59,51,16,4,6
141,65,31,24,6,5
109,57,44,31,7,5
111,67,43,33,8,6
136,37,42,16,4,4
146,29,43,10,3,3
74,17,34,9,2,3
59,22,35,16,2,3
66,24,38,17,2,3
98,24,41,18,3,4
79,28,37,13,3,5
88,24,40,14,2,4
75,34,18,22,3,5
102,18,12,14,3,6
65,47,29,21,3,7
129,40,39,19,2,4
273,44,23,23,2,5
296,24,34,11,2,3
66,34,36,15,2,3
79,44,39,23,2,5
102,28,17,30,2,4
80,24,31,15,3,3
82,28,33,11,2,3
69,16,23,15,2,3
66,55,22,21,3,8
147,48,34,28,3,7
128,14,30,18,2,3
60,39,34,15,2,4
100,48,33,32,3,4
120,48,27,28,3,5
117,67,45,36,3,7
164,52,32,38,3,6
135,59,31,35,3,8
153,85,27,40,3,11
188,85,51,47,3,11
175,79,37,33,3,6
146,57,29,28,3,3
97,36,19,22,2,3
92,48,7,28,2,5
133,32,22,15,2,4
91,49,24,12,2,2
69,20,24,12,2,2
58,29,21,13,2,4
92,40,18,15,3,4
94,32,15,19,3,5
